# This file is generated by MACS version 1.4.0rc2 20110214
# ARGUMENTS LIST:
# name = LoVo_GATA2
# format = BAM
# ChIP-seq file = /wrk2/martin/aligned/merged//LoVo_GATA2_Goat.bam
# control file = /wrk2/martin/aligned/merged/LoVo_IgG_Goat.bam
# effective genome size = 2.75e+09
# band width = 300
# model fold = 2,6
# pvalue cutoff = 1.00e-05
# Small dataset will be scaled towards larger dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps

# tag size is determined as 36 bps
# total tags in treatment: 12954183
# tags after filtering in treatment: 9568998
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.26
# total tags in control: 52744122
# tags after filtering in control: 37934038
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.28
# d = 307
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
5	7423917	7424969	1053	591	13	117.73	2.31	44.31	44.31
5	8261055	8262381	1327	378	22	328.27	2.26	24.76	22.48
5	9460405	9461916	1512	809	25	230.44	2.46	23.01	22.67
5	10346598	10347462	865	597	13	152.02	2.13	27.17	27.17
5	15146015	15146862	848	354	13	148.87	2.25	28.20	28.11
5	32037965	32039415	1451	687	25	257.63	2.23	26.22	22.64
5	33707500	33708570	1071	535	15	136.36	2.25	31.84	31.84
5	57813754	57814847	1094	654	16	171.37	2.25	25.62	25.59
5	60493361	60494736	1376	556	37	322.01	2.37	23.48	22.48
5	61470052	61470945	894	305	12	126.64	2.17	37.79	37.79
5	68400455	68401144	690	406	12	195.67	2.31	24.68	23.97
5	75588762	75589862	1101	434	15	153.85	2.33	26.79	26.79
5	93394927	93395770	844	277	12	125.58	2.04	38.56	38.56
5	132830063	132831501	1439	757	31	380.01	2.77	26.67	22.48
5	132874951	132876101	1151	655	17	168.01	2.10	26.20	26.13
5	134286960	134288980	2021	1210	100	323.16	2.03	24.11	22.48
5	137117130	137118959	1830	1003	50	424.64	2.68	38.24	22.48
5	139241269	139242177	909	638	13	120.88	2.04	42.06	42.06
5	146619522	146620407	886	525	12	138.64	2.09	31.89	31.77
5	149788333	149789178	846	363	12	154.09	2.20	26.84	26.79
5	168690917	168691759	843	451	12	146.47	2.09	28.78	28.69
5	170115545	170116729	1185	560	15	145.03	2.39	29.52	29.49
5	170864291	170865390	1100	553	15	164.18	2.45	26.51	26.33
5	171527994	171529431	1438	712	21	231.80	2.13	23.71	22.67
5	176159343	176160683	1341	726	25	319.72	2.30	22.88	22.48
5	177614775	177615598	824	367	12	189.91	2.37	24.49	24.38
5	177717236	177718481	1246	708	22	250.14	2.35	22.99	22.64
5	177879202	177879998	797	518	14	224.02	2.51	24.25	23.97
5	179991252	179992092	841	298	12	217.28	3.19	24.56	23.97
6	3166805	3167794	990	603	20	318.60	3.30	22.50	22.48
6	3519871	3520667	797	295	13	206.75	2.40	25.21	23.97
6	7860020	7861267	1248	651	16	147.63	2.07	28.40	28.40
6	11535337	11536205	869	448	14	136.80	2.06	31.91	31.84
6	12991981	12992730	750	247	14	245.79	3.41	23.36	22.67
6	13311467	13312362	896	631	12	148.55	2.00	28.11	28.11
6	16808693	16809610	918	655	12	128.82	2.04	35.92	35.92
6	33814496	33815371	876	575	12	165.14	2.44	26.63	26.33
6	33952429	33953247	819	540	12	173.38	2.40	25.91	25.52
6	39898849	39899729	881	464	13	251.74	3.00	23.62	22.64
6	42145179	42145949	771	479	12	171.73	2.24	25.62	25.52
6	43322527	43323669	1143	477	17	259.37	2.83	25.79	22.64
6	43369576	43370902	1327	780	24	317.19	2.44	23.14	22.48
6	44162734	44163595	862	558	12	154.75	2.00	26.46	26.46
6	82772127	82772983	857	259	13	168.93	2.09	26.27	26.13
6	86408884	86409975	1092	707	31	444.50	2.74	42.86	22.48
6	86687009	86687866	858	303	12	155.50	2.00	26.63	26.46
6	106366417	106367147	731	347	13	180.18	2.33	25.41	25.37
6	154716892	154717799	908	582	16	285.64	2.86	25.48	22.64
6	166980941	166981777	837	540	12	126.84	2.04	37.73	37.73
6	168665663	168666521	859	565	12	172.55	2.51	25.76	25.52
6	169388892	169389701	810	551	12	152.84	2.33	26.88	26.88
6	169457659	169458542	884	504	14	212.87	2.36	24.36	23.97
7	306184	307048	865	477	12	181.69	2.67	25.23	25.23
7	315117	316007	891	617	13	268.32	3.30	26.63	22.64
7	317358	318522	1165	585	17	179.63	2.04	25.44	25.44
7	719223	720465	1243	622	17	222.02	3.15	24.47	23.97
7	898240	900337	2098	1515	36	438.42	2.04	40.00	22.48
7	1013805	1015510	1706	561	28	435.11	2.71	40.62	22.48
7	1022874	1023781	908	605	14	236.92	2.13	24.17	22.67
7	1060943	1061938	996	750	16	283.25	2.48	26.71	22.64
7	1383338	1384218	881	608	12	139.53	2.09	31.82	31.77
7	1532061	1532964	904	574	12	135.51	2.09	32.43	32.43
7	1550080	1551194	1115	609	15	207.30	2.81	25.54	23.97
7	1763874	1765500	1627	784	29	424.38	3.05	36.11	22.48
7	1940117	1940988	872	489	13	133.13	2.11	33.59	33.59
7	2206362	2207109	748	266	12	151.37	2.13	27.37	27.34
7	3289308	3290362	1055	453	15	201.70	2.84	25.10	23.97
7	4722915	4724016	1102	552	17	186.35	2.38	24.84	24.84
7	4819213	4820120	908	516	12	146.44	2.00	28.75	28.69
7	4933823	4934843	1021	606	13	151.52	2.00	27.19	27.19
7	5544569	5545411	843	303	12	146.47	2.09	28.78	28.69
7	6894843	6896101	1259	620	22	397.65	3.55	30.61	22.48
7	30760241	30761485	1245	453	23	274.67	2.53	26.67	22.64
7	44238242	44239763	1522	839	23	366.89	2.67	26.47	22.48
7	47357485	47359005	1521	927	28	252.46	2.21	23.69	22.64
7	47628124	47629398	1275	690	16	128.41	2.30	36.14	36.14
7	47641081	47642602	1522	695	27	306.25	2.35	23.88	22.64
7	48000429	48001828	1400	796	26	216.99	2.04	24.37	23.97
7	51049814	51050674	861	303	12	111.85	2.08	49.11	49.11
7	54309427	54310641	1215	548	16	147.95	2.43	28.28	28.28
7	55239217	55240660	1444	772	28	228.73	2.21	22.90	22.79
7	66589661	66590590	930	615	15	213.44	2.90	24.52	23.97
7	66972012	66972912	901	623	15	257.95	2.31	25.89	22.64
7	68041449	68042815	1367	580	19	160.77	2.35	26.33	26.33
7	71242058	71243066	1009	507	13	182.71	2.07	25.15	25.11
7	71515710	71517037	1328	551	22	256.82	2.57	25.21	22.64
7	72658937	72659756	820	304	17	177.11	2.27	26.08	25.52
7	72756501	72757635	1135	516	16	194.69	2.14	24.59	23.97
7	72758481	72759397	917	288	12	148.58	2.05	28.14	28.11
7	73101059	73102767	1709	917	32	377.42	2.17	26.15	22.48
7	73613632	73614495	864	247	12	170.18	2.21	26.16	26.13
7	75472488	75473429	942	434	16	201.32	2.85	25.20	23.97
7	75501179	75502323	1145	512	15	164.54	2.09	26.55	26.33
7	75748047	75748682	636	298	19	267.74	2.21	26.87	22.64
7	75864384	75865786	1403	721	21	126.36	2.04	38.04	38.04
7	75981258	75982471	1214	564	18	224.69	2.33	24.38	23.97
7	76464031	76465384	1354	648	34	403.27	2.04	34.09	22.48
7	93049390	93050220	831	547	12	159.43	2.24	26.84	26.46
7	97924575	97925476	902	630	12	115.64	2.04	46.43	46.43
7	97992474	97993328	855	291	13	169.34	2.09	26.47	26.13
7	98051749	98052858	1110	542	18	191.97	2.59	24.01	23.97
7	98298787	98299656	870	569	12	141.49	2.09	30.91	30.88
7	99654498	99655382	885	305	13	159.67	2.05	26.73	26.46
7	99792044	99792970	927	446	13	143.69	2.17	30.12	30.12
7	99810114	99811264	1151	586	17	168.01	2.10	26.20	26.13
7	100200387	100201280	894	607	12	193.97	2.30	25.00	23.97
7	101060593	101061907	1315	691	19	182.84	2.11	25.15	25.04
7	101790438	101791210	773	461	16	259.41	2.82	25.91	22.64
7	101803872	101804769	898	609	12	175.43	2.67	25.80	25.52
7	112482579	112483561	983	591	13	158.00	2.00	27.01	26.46
7	113211394	113212271	878	293	12	137.84	2.06	31.89	31.77
7	131487927	131488961	1035	472	15	180.11	2.05	25.37	25.37
7	131897283	131898149	867	292	13	162.01	2.04	26.86	26.33
7	131898446	131899356	911	605	12	132.13	2.06	33.82	33.78
7	131906418	131907298	881	618	13	139.36	2.01	31.89	31.77
7	132013474	132014355	882	279	13	207.16	2.07	25.38	23.97
7	147657512	147659796	2285	685	38	349.13	2.33	25.29	22.48
7	149330733	149332134	1402	673	22	250.08	2.24	22.73	22.64
7	150344559	150345497	939	637	17	227.92	2.04	23.01	23.01
7	152065276	152066408	1133	781	15	181.07	2.51	25.53	25.37
7	154299013	154299911	899	300	14	170.74	2.14	26.17	25.97
7	154552801	154553977	1177	646	16	154.18	2.23	26.66	26.66
7	155375951	155377851	1901	1001	42	527.16	2.12	50.00	22.48
7	155960081	155961439	1359	628	23	202.99	2.01	25.15	23.97
7	155982953	155985445	2493	1617	47	606.74	2.94	37.50	22.48
7	157041496	157042328	833	412	13	185.75	2.49	25.12	24.88
7	157250696	157251640	945	403	13	178.88	2.71	25.66	25.51
7	157261250	157262779	1530	741	24	343.81	2.54	25.53	22.48
7	157306880	157307981	1102	452	16	176.42	2.33	25.85	25.52
7	157324651	157326320	1670	616	25	388.11	2.62	29.09	22.48
7	157473174	157474338	1165	696	18	236.39	2.11	24.10	22.67
7	157508995	157509828	834	531	14	204.76	2.85	24.74	23.97
7	157569811	157570679	869	526	13	172.87	2.17	25.84	25.52
7	157733531	157735279	1749	1164	35	470.12	2.11	52.17	22.48
7	158080308	158081466	1159	407	57	399.34	2.45	31.25	22.48
7	158472770	158474313	1544	452	32	546.03	3.11	46.15	22.48
8	290178	291367	1190	558	22	334.66	2.98	26.00	22.48
8	543785	544740	956	281	13	162.80	2.00	26.86	26.33
8	741706	742482	777	504	12	180.95	2.91	25.49	25.37
8	934959	935716	758	482	12	189.31	2.71	24.62	24.38
8	1139025	1139932	908	278	12	202.04	2.80	25.15	23.97
8	1188940	1189793	854	511	12	200.10	2.61	25.05	23.97
8	6696022	6696975	954	284	15	322.19	4.07	23.89	22.48
8	21449898	21450818	921	503	13	183.47	2.44	25.08	24.96
8	22157825	22158962	1138	551	24	183.70	2.02	25.04	24.96
8	22536013	22536897	885	583	13	222.43	2.26	24.46	23.97
8	22632689	22633917	1229	611	19	313.60	2.99	23.39	22.48
8	27584455	27585565	1111	636	16	228.01	2.99	22.86	22.79
8	29977432	29978314	883	302	13	151.88	2.17	27.24	27.19
8	37494350	37495533	1184	580	22	234.73	2.28	24.13	22.67
8	37815920	37816838	919	624	12	167.14	2.02	26.69	26.33
8	40127968	40129188	1221	498	17	156.88	2.11	26.84	26.46
8	41179186	41180425	1240	585	16	233.26	3.10	24.38	22.67
8	41835223	41836414	1192	513	14	160.82	2.69	26.36	26.33
8	48838734	48839692	959	689	17	287.59	2.14	25.81	22.64
8	49267119	49268680	1562	835	28	260.77	2.17	26.64	22.64
8	52771229	52772410	1182	617	17	224.50	3.03	24.18	23.97
8	55353347	55354422	1076	460	16	161.20	2.11	26.43	26.33
8	67586997	67588175	1179	589	16	168.00	2.17	26.16	26.13
8	99898723	99899886	1164	460	18	191.74	2.13	23.97	23.97
8	100576471	100578107	1637	836	40	128.73	2.11	35.98	35.98
8	104000730	104002014	1285	752	17	221.92	2.99	24.67	23.97
8	126118750	126119631	882	452	14	244.71	2.77	24.10	22.67
8	130555161	130556180	1020	585	13	154.33	2.29	26.53	26.53
8	134377547	134378739	1193	504	21	197.46	2.02	25.19	23.97
8	140778243	140779375	1133	520	15	228.72	3.16	22.83	22.79
8	142463398	142464312	915	646	12	183.30	2.53	24.96	24.96
8	142746883	142747766	884	421	14	260.33	3.66	26.39	22.64
8	142932526	142933386	861	567	12	167.98	2.44	26.13	26.13
8	142936868	142938029	1162	682	19	336.70	3.07	26.53	22.48
8	143087144	143087957	814	521	12	203.28	2.53	25.31	23.97
8	143091821	143092726	906	644	14	247.08	2.55	23.25	22.67
8	143243002	143244097	1096	426	14	177.87	2.44	26.01	25.52
8	143271417	143272544	1128	662	14	188.87	2.67	24.58	24.38
8	143335131	143336164	1034	600	14	160.16	2.09	26.58	26.45
8	143512822	143513614	793	429	14	241.12	2.44	23.79	22.67
8	143578958	143579879	922	550	13	316.32	4.89	23.58	22.48
8	143597943	143598888	946	293	14	223.16	2.37	24.32	23.97
8	144529803	144530714	912	290	12	227.65	3.26	23.16	23.10
8	144543066	144543839	774	469	12	160.18	2.33	26.61	26.45
8	144796384	144797296	913	241	12	172.67	2.07	25.73	25.52
8	144873692	144874553	862	472	12	154.75	2.51	26.46	26.46
8	145088856	145090085	1230	469	22	351.88	3.01	25.00	22.48
8	145174506	145175438	933	659	14	193.22	2.00	24.73	23.97
8	145185634	145186602	969	480	13	256.95	2.96	25.32	22.64
8	145634741	145635728	988	256	15	253.88	2.17	24.48	22.64
8	145982684	145983358	675	278	17	255.40	2.63	24.89	22.64
9	17594159	17594915	757	471	13	216.31	2.14	24.81	23.97
9	36753582	36755088	1507	526	28	334.17	2.39	25.49	22.48
9	36838042	36838890	849	409	13	210.88	2.91	24.94	23.97
9	38385158	38386078	921	303	14	175.01	2.02	25.86	25.52
9	90777671	90779505	1835	1454	37	445.31	2.06	44.44	22.48
9	90863795	90865047	1253	818	18	190.38	2.07	24.28	24.20
9	91114952	91116188	1237	889	33	273.03	2.01	27.87	22.64
9	91288902	91290116	1215	753	23	412.87	3.26	36.84	22.48
9	91516232	91517543	1312	675	17	235.15	2.64	24.36	22.67
9	94576887	94577789	903	297	12	158.84	2.15	26.66	26.46
9	94981716	94982596	881	577	12	211.06	3.22	24.77	23.97
9	96885203	96886101	899	440	12	153.02	2.07	26.91	26.88
9	97828454	97829464	1011	660	16	251.01	2.46	23.26	22.64
9	110418904	110419906	1003	299	17	232.28	2.44	23.93	22.67
9	123608625	123609562	938	275	15	255.05	2.37	24.69	22.64
9	126630797	126632087	1291	674	16	137.47	2.24	31.77	31.77
9	127211368	127213610	2243	886	59	468.46	2.20	50.00	22.48
9	128209169	128209965	797	365	12	144.43	2.17	29.91	29.91
9	129350947	129352207	1261	626	17	150.25	2.11	27.78	27.75
9	130154442	130155384	943	698	13	243.12	2.68	24.20	22.67
9	130557036	130557894	859	301	12	143.50	2.33	30.19	30.16
9	131186043	131187030	988	299	16	251.59	2.41	23.53	22.64
9	131197336	131198743	1408	727	21	262.10	2.56	26.07	22.64
9	131300715	131301502	788	297	14	163.88	2.17	26.48	26.33
9	131469197	131470004	808	503	12	228.23	3.26	22.99	22.79
9	132345381	132346260	880	284	12	174.32	2.02	25.79	25.52
9	132972347	132973264	918	353	12	157.51	2.17	27.05	26.46
9	135238853	135239867	1015	459	14	139.68	2.04	31.75	31.75
9	135366737	135367614	878	592	12	179.19	2.67	25.63	25.51
9	135387880	135388702	823	464	12	162.26	2.00	26.96	26.33
9	135706483	135707383	901	304	12	147.67	2.26	28.42	28.40
9	135708859	135709815	957	360	13	161.29	2.49	26.49	26.33
9	136316735	136317541	807	531	16	347.23	3.29	24.44	22.48
9	136711776	136712643	868	595	12	236.46	3.66	24.18	22.67
9	137122920	137123784	865	297	13	226.73	2.58	23.31	23.12
9	137293178	137294196	1019	585	15	202.40	2.26	25.10	23.97
9	137643072	137644258	1187	641	18	411.36	4.19	37.50	22.48
9	137867895	137868799	905	636	15	249.46	2.51	22.64	22.64
9	137958510	137959538	1029	510	18	424.57	5.08	37.14	22.48
9	138415426	138416258	833	280	12	186.53	2.05	24.68	24.64
9	138424816	138425918	1103	290	24	353.93	2.46	25.61	22.48
9	138924549	138925451	903	606	12	229.41	2.85	22.74	22.67
9	138964382	138965147	766	293	12	161.88	2.56	26.83	26.33
9	139156238	139157141	904	445	12	253.21	4.19	23.98	22.64
9	139250316	139251676	1361	616	22	241.27	2.30	23.88	22.67
9	139289786	139290741	956	299	13	176.82	2.17	26.01	25.52
9	139379521	139380478	958	542	17	337.57	3.26	25.77	22.48
9	139620674	139621623	950	297	15	191.20	2.21	24.19	24.02
9	140067015	140067913	899	487	14	254.78	2.63	24.58	22.64
X	411224	412286	1063	638	16	175.97	2.04	25.74	25.52
X	752446	753428	983	715	17	346.79	3.47	25.00	22.48
X	1345575	1346443	869	303	12	260.41	3.72	26.51	22.64
X	1983217	1984023	807	512	12	222.64	2.80	24.53	23.97
X	2640395	2641526	1132	665	18	208.10	2.23	25.60	23.97
X	23710532	23711604	1073	769	26	303.51	2.85	22.86	22.64
X	58577301	58578910	1610	835	55	120.13	2.05	42.74	42.74
X	130984566	130985438	873	616	12	175.65	2.59	25.87	25.52
X	134883020	134884049	1030	522	16	196.05	2.39	24.86	23.97
Y	11656105	11656726	622	293	12	239.11	3.26	23.91	22.67
